Date,US_Inflation_Rate
24/05/2008,87.559
25/05/2008,87.559
26/05/2008,87.559
27/05/2008,87.559
28/05/2008,87.559
29/05/2008,87.559
30/05/2008,87.559
31/05/2008,87.559
01/06/2008,87.76
02/06/2008,87.76
03/06/2008,87.76
04/06/2008,87.76
05/06/2008,87.76
06/06/2008,87.76
07/06/2008,87.76
08/06/2008,87.76
09/06/2008,87.76
10/06/2008,87.76
11/06/2008,87.76
12/06/2008,87.76
13/06/2008,87.76
14/06/2008,87.76
15/06/2008,87.76
16/06/2008,87.76
17/06/2008,87.76
18/06/2008,87.76
19/06/2008,87.76
20/06/2008,87.76
21/06/2008,87.76
22/06/2008,87.76
23/06/2008,87.76
24/06/2008,87.76
25/06/2008,87.76
26/06/2008,87.76
27/06/2008,87.76
28/06/2008,87.76
29/06/2008,87.76
30/06/2008,87.76
01/07/2008,87.918
02/07/2008,87.918
03/07/2008,87.918
04/07/2008,87.918
05/07/2008,87.918
06/07/2008,87.918
07/07/2008,87.918
08/07/2008,87.918
09/07/2008,87.918
10/07/2008,87.918
11/07/2008,87.918
12/07/2008,87.918
13/07/2008,87.918
14/07/2008,87.918
15/07/2008,87.918
16/07/2008,87.918
17/07/2008,87.918
18/07/2008,87.918
19/07/2008,87.918
20/07/2008,87.918
21/07/2008,87.918
22/07/2008,87.918
23/07/2008,87.918
24/07/2008,87.918
25/07/2008,87.918
26/07/2008,87.918
27/07/2008,87.918
28/07/2008,87.918
29/07/2008,87.918
30/07/2008,87.918
31/07/2008,87.918
01/08/2008,88.026
02/08/2008,88.026
03/08/2008,88.026
04/08/2008,88.026
05/08/2008,88.026
06/08/2008,88.026
07/08/2008,88.026
08/08/2008,88.026
09/08/2008,88.026
10/08/2008,88.026
11/08/2008,88.026
12/08/2008,88.026
13/08/2008,88.026
14/08/2008,88.026
15/08/2008,88.026
16/08/2008,88.026
17/08/2008,88.026
18/08/2008,88.026
19/08/2008,88.026
20/08/2008,88.026
21/08/2008,88.026
22/08/2008,88.026
23/08/2008,88.026
24/08/2008,88.026
25/08/2008,88.026
26/08/2008,88.026
27/08/2008,88.026
28/08/2008,88.026
29/08/2008,88.026
30/08/2008,88.026
31/08/2008,88.026
01/09/2008,88.116
02/09/2008,88.116
03/09/2008,88.116
04/09/2008,88.116
05/09/2008,88.116
06/09/2008,88.116
07/09/2008,88.116
08/09/2008,88.116
09/09/2008,88.116
10/09/2008,88.116
11/09/2008,88.116
12/09/2008,88.116
13/09/2008,88.116
14/09/2008,88.116
15/09/2008,88.116
16/09/2008,88.116
17/09/2008,88.116
18/09/2008,88.116
19/09/2008,88.116
20/09/2008,88.116
21/09/2008,88.116
22/09/2008,88.116
23/09/2008,88.116
24/09/2008,88.116
25/09/2008,88.116
26/09/2008,88.116
27/09/2008,88.116
28/09/2008,88.116
29/09/2008,88.116
30/09/2008,88.116
01/10/2008,87.991
02/10/2008,87.991
03/10/2008,87.991
04/10/2008,87.991
05/10/2008,87.991
06/10/2008,87.991
07/10/2008,87.991
08/10/2008,87.991
09/10/2008,87.991
10/10/2008,87.991
11/10/2008,87.991
12/10/2008,87.991
13/10/2008,87.991
14/10/2008,87.991
15/10/2008,87.991
16/10/2008,87.991
17/10/2008,87.991
18/10/2008,87.991
19/10/2008,87.991
20/10/2008,87.991
21/10/2008,87.991
22/10/2008,87.991
23/10/2008,87.991
24/10/2008,87.991
25/10/2008,87.991
26/10/2008,87.991
27/10/2008,87.991
28/10/2008,87.991
29/10/2008,87.991
30/10/2008,87.991
31/10/2008,87.991
01/11/2008,87.952
02/11/2008,87.952
03/11/2008,87.952
04/11/2008,87.952
05/11/2008,87.952
06/11/2008,87.952
07/11/2008,87.952
08/11/2008,87.952
09/11/2008,87.952
10/11/2008,87.952
11/11/2008,87.952
12/11/2008,87.952
13/11/2008,87.952
14/11/2008,87.952
15/11/2008,87.952
16/11/2008,87.952
17/11/2008,87.952
18/11/2008,87.952
19/11/2008,87.952
20/11/2008,87.952
21/11/2008,87.952
22/11/2008,87.952
23/11/2008,87.952
24/11/2008,87.952
25/11/2008,87.952
26/11/2008,87.952
27/11/2008,87.952
28/11/2008,87.952
29/11/2008,87.952
30/11/2008,87.952
01/12/2008,87.909
02/12/2008,87.909
03/12/2008,87.909
04/12/2008,87.909
05/12/2008,87.909
06/12/2008,87.909
07/12/2008,87.909
08/12/2008,87.909
09/12/2008,87.909
10/12/2008,87.909
11/12/2008,87.909
12/12/2008,87.909
13/12/2008,87.909
14/12/2008,87.909
15/12/2008,87.909
16/12/2008,87.909
17/12/2008,87.909
18/12/2008,87.909
19/12/2008,87.909
20/12/2008,87.909
21/12/2008,87.909
22/12/2008,87.909
23/12/2008,87.909
24/12/2008,87.909
25/12/2008,87.909
26/12/2008,87.909
27/12/2008,87.909
28/12/2008,87.909
29/12/2008,87.909
30/12/2008,87.909
31/12/2008,87.909
01/01/2009,87.882
02/01/2009,87.882
03/01/2009,87.882
04/01/2009,87.882
05/01/2009,87.882
06/01/2009,87.882
07/01/2009,87.882
08/01/2009,87.882
09/01/2009,87.882
10/01/2009,87.882
11/01/2009,87.882
12/01/2009,87.882
13/01/2009,87.882
14/01/2009,87.882
15/01/2009,87.882
16/01/2009,87.882
17/01/2009,87.882
18/01/2009,87.882
19/01/2009,87.882
20/01/2009,87.882
21/01/2009,87.882
22/01/2009,87.882
23/01/2009,87.882
24/01/2009,87.882
25/01/2009,87.882
26/01/2009,87.882
27/01/2009,87.882
28/01/2009,87.882
29/01/2009,87.882
30/01/2009,87.882
31/01/2009,87.882
01/02/2009,87.952
02/02/2009,87.952
03/02/2009,87.952
04/02/2009,87.952
05/02/2009,87.952
06/02/2009,87.952
07/02/2009,87.952
08/02/2009,87.952
09/02/2009,87.952
10/02/2009,87.952
11/02/2009,87.952
12/02/2009,87.952
13/02/2009,87.952
14/02/2009,87.952
15/02/2009,87.952
16/02/2009,87.952
17/02/2009,87.952
18/02/2009,87.952
19/02/2009,87.952
20/02/2009,87.952
21/02/2009,87.952
22/02/2009,87.952
23/02/2009,87.952
24/02/2009,87.952
25/02/2009,87.952
26/02/2009,87.952
27/02/2009,87.952
28/02/2009,87.952
01/03/2009,88.015
02/03/2009,88.015
03/03/2009,88.015
04/03/2009,88.015
05/03/2009,88.015
06/03/2009,88.015
07/03/2009,88.015
08/03/2009,88.015
09/03/2009,88.015
10/03/2009,88.015
11/03/2009,88.015
12/03/2009,88.015
13/03/2009,88.015
14/03/2009,88.015
15/03/2009,88.015
16/03/2009,88.015
17/03/2009,88.015
18/03/2009,88.015
19/03/2009,88.015
20/03/2009,88.015
21/03/2009,88.015
22/03/2009,88.015
23/03/2009,88.015
24/03/2009,88.015
25/03/2009,88.015
26/03/2009,88.015
27/03/2009,88.015
28/03/2009,88.015
29/03/2009,88.015
30/03/2009,88.015
31/03/2009,88.015
01/04/2009,88.211
02/04/2009,88.211
03/04/2009,88.211
04/04/2009,88.211
05/04/2009,88.211
06/04/2009,88.211
07/04/2009,88.211
08/04/2009,88.211
09/04/2009,88.211
10/04/2009,88.211
11/04/2009,88.211
12/04/2009,88.211
13/04/2009,88.211
14/04/2009,88.211
15/04/2009,88.211
16/04/2009,88.211
17/04/2009,88.211
18/04/2009,88.211
19/04/2009,88.211
20/04/2009,88.211
21/04/2009,88.211
22/04/2009,88.211
23/04/2009,88.211
24/04/2009,88.211
25/04/2009,88.211
26/04/2009,88.211
27/04/2009,88.211
28/04/2009,88.211
29/04/2009,88.211
30/04/2009,88.211
01/05/2009,88.279
02/05/2009,88.279
03/05/2009,88.279
04/05/2009,88.279
05/05/2009,88.279
06/05/2009,88.279
07/05/2009,88.279
08/05/2009,88.279
09/05/2009,88.279
10/05/2009,88.279
11/05/2009,88.279
12/05/2009,88.279
13/05/2009,88.279
14/05/2009,88.279
15/05/2009,88.279
16/05/2009,88.279
17/05/2009,88.279
18/05/2009,88.279
19/05/2009,88.279
20/05/2009,88.279
21/05/2009,88.279
22/05/2009,88.279
23/05/2009,88.279
24/05/2009,88.279
25/05/2009,88.279
26/05/2009,88.279
27/05/2009,88.279
28/05/2009,88.279
29/05/2009,88.279
30/05/2009,88.279
31/05/2009,88.279
01/06/2009,88.392
02/06/2009,88.392
03/06/2009,88.392
04/06/2009,88.392
05/06/2009,88.392
06/06/2009,88.392
07/06/2009,88.392
08/06/2009,88.392
09/06/2009,88.392
10/06/2009,88.392
11/06/2009,88.392
12/06/2009,88.392
13/06/2009,88.392
14/06/2009,88.392
15/06/2009,88.392
16/06/2009,88.392
17/06/2009,88.392
18/06/2009,88.392
19/06/2009,88.392
20/06/2009,88.392
21/06/2009,88.392
22/06/2009,88.392
23/06/2009,88.392
24/06/2009,88.392
25/06/2009,88.392
26/06/2009,88.392
27/06/2009,88.392
28/06/2009,88.392
29/06/2009,88.392
30/06/2009,88.392
01/07/2009,88.468
02/07/2009,88.468
03/07/2009,88.468
04/07/2009,88.468
05/07/2009,88.468
06/07/2009,88.468
07/07/2009,88.468
08/07/2009,88.468
09/07/2009,88.468
10/07/2009,88.468
11/07/2009,88.468
12/07/2009,88.468
13/07/2009,88.468
14/07/2009,88.468
15/07/2009,88.468
16/07/2009,88.468
17/07/2009,88.468
18/07/2009,88.468
19/07/2009,88.468
20/07/2009,88.468
21/07/2009,88.468
22/07/2009,88.468
23/07/2009,88.468
24/07/2009,88.468
25/07/2009,88.468
26/07/2009,88.468
27/07/2009,88.468
28/07/2009,88.468
29/07/2009,88.468
30/07/2009,88.468
31/07/2009,88.468
01/08/2009,88.599
02/08/2009,88.599
03/08/2009,88.599
04/08/2009,88.599
05/08/2009,88.599
06/08/2009,88.599
07/08/2009,88.599
08/08/2009,88.599
09/08/2009,88.599
10/08/2009,88.599
11/08/2009,88.599
12/08/2009,88.599
13/08/2009,88.599
14/08/2009,88.599
15/08/2009,88.599
16/08/2009,88.599
17/08/2009,88.599
18/08/2009,88.599
19/08/2009,88.599
20/08/2009,88.599
21/08/2009,88.599
22/08/2009,88.599
23/08/2009,88.599
24/08/2009,88.599
25/08/2009,88.599
26/08/2009,88.599
27/08/2009,88.599
28/08/2009,88.599
29/08/2009,88.599
30/08/2009,88.599
31/08/2009,88.599
01/09/2009,88.755
02/09/2009,88.755
03/09/2009,88.755
04/09/2009,88.755
05/09/2009,88.755
06/09/2009,88.755
07/09/2009,88.755
08/09/2009,88.755
09/09/2009,88.755
10/09/2009,88.755
11/09/2009,88.755
12/09/2009,88.755
13/09/2009,88.755
14/09/2009,88.755
15/09/2009,88.755
16/09/2009,88.755
17/09/2009,88.755
18/09/2009,88.755
19/09/2009,88.755
20/09/2009,88.755
21/09/2009,88.755
22/09/2009,88.755
23/09/2009,88.755
24/09/2009,88.755
25/09/2009,88.755
26/09/2009,88.755
27/09/2009,88.755
28/09/2009,88.755
29/09/2009,88.755
30/09/2009,88.755
01/10/2009,89.082
02/10/2009,89.082
03/10/2009,89.082
04/10/2009,89.082
05/10/2009,89.082
06/10/2009,89.082
07/10/2009,89.082
08/10/2009,89.082
09/10/2009,89.082
10/10/2009,89.082
11/10/2009,89.082
12/10/2009,89.082
13/10/2009,89.082
14/10/2009,89.082
15/10/2009,89.082
16/10/2009,89.082
17/10/2009,89.082
18/10/2009,89.082
19/10/2009,89.082
20/10/2009,89.082
21/10/2009,89.082
22/10/2009,89.082
23/10/2009,89.082
24/10/2009,89.082
25/10/2009,89.082
26/10/2009,89.082
27/10/2009,89.082
28/10/2009,89.082
29/10/2009,89.082
30/10/2009,89.082
31/10/2009,89.082
01/11/2009,89.16
02/11/2009,89.16
03/11/2009,89.16
04/11/2009,89.16
05/11/2009,89.16
06/11/2009,89.16
07/11/2009,89.16
08/11/2009,89.16
09/11/2009,89.16
10/11/2009,89.16
11/11/2009,89.16
12/11/2009,89.16
13/11/2009,89.16
14/11/2009,89.16
15/11/2009,89.16
16/11/2009,89.16
17/11/2009,89.16
18/11/2009,89.16
19/11/2009,89.16
20/11/2009,89.16
21/11/2009,89.16
22/11/2009,89.16
23/11/2009,89.16
24/11/2009,89.16
25/11/2009,89.16
26/11/2009,89.16
27/11/2009,89.16
28/11/2009,89.16
29/11/2009,89.16
30/11/2009,89.16
01/12/2009,89.236
02/12/2009,89.236
03/12/2009,89.236
04/12/2009,89.236
05/12/2009,89.236
06/12/2009,89.236
07/12/2009,89.236
08/12/2009,89.236
09/12/2009,89.236
10/12/2009,89.236
11/12/2009,89.236
12/12/2009,89.236
13/12/2009,89.236
14/12/2009,89.236
15/12/2009,89.236
16/12/2009,89.236
17/12/2009,89.236
18/12/2009,89.236
19/12/2009,89.236
20/12/2009,89.236
21/12/2009,89.236
22/12/2009,89.236
23/12/2009,89.236
24/12/2009,89.236
25/12/2009,89.236
26/12/2009,89.236
27/12/2009,89.236
28/12/2009,89.236
29/12/2009,89.236
30/12/2009,89.236
31/12/2009,89.236
01/01/2010,89.368
02/01/2010,89.368
03/01/2010,89.368
04/01/2010,89.368
05/01/2010,89.368
06/01/2010,89.368
07/01/2010,89.368
08/01/2010,89.368
09/01/2010,89.368
10/01/2010,89.368
11/01/2010,89.368
12/01/2010,89.368
13/01/2010,89.368
14/01/2010,89.368
15/01/2010,89.368
16/01/2010,89.368
17/01/2010,89.368
18/01/2010,89.368
19/01/2010,89.368
20/01/2010,89.368
21/01/2010,89.368
22/01/2010,89.368
23/01/2010,89.368
24/01/2010,89.368
25/01/2010,89.368
26/01/2010,89.368
27/01/2010,89.368
28/01/2010,89.368
29/01/2010,89.368
30/01/2010,89.368
31/01/2010,89.368
01/02/2010,89.446
02/02/2010,89.446
03/02/2010,89.446
04/02/2010,89.446
05/02/2010,89.446
06/02/2010,89.446
07/02/2010,89.446
08/02/2010,89.446
09/02/2010,89.446
10/02/2010,89.446
11/02/2010,89.446
12/02/2010,89.446
13/02/2010,89.446
14/02/2010,89.446
15/02/2010,89.446
16/02/2010,89.446
17/02/2010,89.446
18/02/2010,89.446
19/02/2010,89.446
20/02/2010,89.446
21/02/2010,89.446
22/02/2010,89.446
23/02/2010,89.446
24/02/2010,89.446
25/02/2010,89.446
26/02/2010,89.446
27/02/2010,89.446
28/02/2010,89.446
01/03/2010,89.579
02/03/2010,89.579
03/03/2010,89.579
04/03/2010,89.579
05/03/2010,89.579
06/03/2010,89.579
07/03/2010,89.579
08/03/2010,89.579
09/03/2010,89.579
10/03/2010,89.579
11/03/2010,89.579
12/03/2010,89.579
13/03/2010,89.579
14/03/2010,89.579
15/03/2010,89.579
16/03/2010,89.579
17/03/2010,89.579
18/03/2010,89.579
19/03/2010,89.579
20/03/2010,89.579
21/03/2010,89.579
22/03/2010,89.579
23/03/2010,89.579
24/03/2010,89.579
25/03/2010,89.579
26/03/2010,89.579
27/03/2010,89.579
28/03/2010,89.579
29/03/2010,89.579
30/03/2010,89.579
31/03/2010,89.579
01/04/2010,89.625
02/04/2010,89.625
03/04/2010,89.625
04/04/2010,89.625
05/04/2010,89.625
06/04/2010,89.625
07/04/2010,89.625
08/04/2010,89.625
09/04/2010,89.625
10/04/2010,89.625
11/04/2010,89.625
12/04/2010,89.625
13/04/2010,89.625
14/04/2010,89.625
15/04/2010,89.625
16/04/2010,89.625
17/04/2010,89.625
18/04/2010,89.625
19/04/2010,89.625
20/04/2010,89.625
21/04/2010,89.625
22/04/2010,89.625
23/04/2010,89.625
24/04/2010,89.625
25/04/2010,89.625
26/04/2010,89.625
27/04/2010,89.625
28/04/2010,89.625
29/04/2010,89.625
30/04/2010,89.625
01/05/2010,89.724
02/05/2010,89.724
03/05/2010,89.724
04/05/2010,89.724
05/05/2010,89.724
06/05/2010,89.724
07/05/2010,89.724
08/05/2010,89.724
09/05/2010,89.724
10/05/2010,89.724
11/05/2010,89.724
12/05/2010,89.724
13/05/2010,89.724
14/05/2010,89.724
15/05/2010,89.724
16/05/2010,89.724
17/05/2010,89.724
18/05/2010,89.724
19/05/2010,89.724
20/05/2010,89.724
21/05/2010,89.724
22/05/2010,89.724
23/05/2010,89.724
24/05/2010,89.724
25/05/2010,89.724
26/05/2010,89.724
27/05/2010,89.724
28/05/2010,89.724
29/05/2010,89.724
30/05/2010,89.724
31/05/2010,89.724
01/06/2010,89.767
02/06/2010,89.767
03/06/2010,89.767
04/06/2010,89.767
05/06/2010,89.767
06/06/2010,89.767
07/06/2010,89.767
08/06/2010,89.767
09/06/2010,89.767
10/06/2010,89.767
11/06/2010,89.767
12/06/2010,89.767
13/06/2010,89.767
14/06/2010,89.767
15/06/2010,89.767
16/06/2010,89.767
17/06/2010,89.767
18/06/2010,89.767
19/06/2010,89.767
20/06/2010,89.767
21/06/2010,89.767
22/06/2010,89.767
23/06/2010,89.767
24/06/2010,89.767
25/06/2010,89.767
26/06/2010,89.767
27/06/2010,89.767
28/06/2010,89.767
29/06/2010,89.767
30/06/2010,89.767
01/07/2010,89.769
02/07/2010,89.769
03/07/2010,89.769
04/07/2010,89.769
05/07/2010,89.769
06/07/2010,89.769
07/07/2010,89.769
08/07/2010,89.769
09/07/2010,89.769
10/07/2010,89.769
11/07/2010,89.769
12/07/2010,89.769
13/07/2010,89.769
14/07/2010,89.769
15/07/2010,89.769
16/07/2010,89.769
17/07/2010,89.769
18/07/2010,89.769
19/07/2010,89.769
20/07/2010,89.769
21/07/2010,89.769
22/07/2010,89.769
23/07/2010,89.769
24/07/2010,89.769
25/07/2010,89.769
26/07/2010,89.769
27/07/2010,89.769
28/07/2010,89.769
29/07/2010,89.769
30/07/2010,89.769
31/07/2010,89.769
01/08/2010,89.855
02/08/2010,89.855
03/08/2010,89.855
04/08/2010,89.855
05/08/2010,89.855
06/08/2010,89.855
07/08/2010,89.855
08/08/2010,89.855
09/08/2010,89.855
10/08/2010,89.855
11/08/2010,89.855
12/08/2010,89.855
13/08/2010,89.855
14/08/2010,89.855
15/08/2010,89.855
16/08/2010,89.855
17/08/2010,89.855
18/08/2010,89.855
19/08/2010,89.855
20/08/2010,89.855
21/08/2010,89.855
22/08/2010,89.855
23/08/2010,89.855
24/08/2010,89.855
25/08/2010,89.855
26/08/2010,89.855
27/08/2010,89.855
28/08/2010,89.855
29/08/2010,89.855
30/08/2010,89.855
31/08/2010,89.855
01/09/2010,89.906
02/09/2010,89.906
03/09/2010,89.906
04/09/2010,89.906
05/09/2010,89.906
06/09/2010,89.906
07/09/2010,89.906
08/09/2010,89.906
09/09/2010,89.906
10/09/2010,89.906
11/09/2010,89.906
12/09/2010,89.906
13/09/2010,89.906
14/09/2010,89.906
15/09/2010,89.906
16/09/2010,89.906
17/09/2010,89.906
18/09/2010,89.906
19/09/2010,89.906
20/09/2010,89.906
21/09/2010,89.906
22/09/2010,89.906
23/09/2010,89.906
24/09/2010,89.906
25/09/2010,89.906
26/09/2010,89.906
27/09/2010,89.906
28/09/2010,89.906
29/09/2010,89.906
30/09/2010,89.906
01/10/2010,90.043
02/10/2010,90.043
03/10/2010,90.043
04/10/2010,90.043
05/10/2010,90.043
06/10/2010,90.043
07/10/2010,90.043
08/10/2010,90.043
09/10/2010,90.043
10/10/2010,90.043
11/10/2010,90.043
12/10/2010,90.043
13/10/2010,90.043
14/10/2010,90.043
15/10/2010,90.043
16/10/2010,90.043
17/10/2010,90.043
18/10/2010,90.043
19/10/2010,90.043
20/10/2010,90.043
21/10/2010,90.043
22/10/2010,90.043
23/10/2010,90.043
24/10/2010,90.043
25/10/2010,90.043
26/10/2010,90.043
27/10/2010,90.043
28/10/2010,90.043
29/10/2010,90.043
30/10/2010,90.043
31/10/2010,90.043
01/11/2010,90.16
02/11/2010,90.16
03/11/2010,90.16
04/11/2010,90.16
05/11/2010,90.16
06/11/2010,90.16
07/11/2010,90.16
08/11/2010,90.16
09/11/2010,90.16
10/11/2010,90.16
11/11/2010,90.16
12/11/2010,90.16
13/11/2010,90.16
14/11/2010,90.16
15/11/2010,90.16
16/11/2010,90.16
17/11/2010,90.16
18/11/2010,90.16
19/11/2010,90.16
20/11/2010,90.16
21/11/2010,90.16
22/11/2010,90.16
23/11/2010,90.16
24/11/2010,90.16
25/11/2010,90.16
26/11/2010,90.16
27/11/2010,90.16
28/11/2010,90.16
29/11/2010,90.16
30/11/2010,90.16
01/12/2010,90.179
02/12/2010,90.179
03/12/2010,90.179
04/12/2010,90.179
05/12/2010,90.179
06/12/2010,90.179
07/12/2010,90.179
08/12/2010,90.179
09/12/2010,90.179
10/12/2010,90.179
11/12/2010,90.179
12/12/2010,90.179
13/12/2010,90.179
14/12/2010,90.179
15/12/2010,90.179
16/12/2010,90.179
17/12/2010,90.179
18/12/2010,90.179
19/12/2010,90.179
20/12/2010,90.179
21/12/2010,90.179
22/12/2010,90.179
23/12/2010,90.179
24/12/2010,90.179
25/12/2010,90.179
26/12/2010,90.179
27/12/2010,90.179
28/12/2010,90.179
29/12/2010,90.179
30/12/2010,90.179
31/12/2010,90.179
01/01/2011,90.372
02/01/2011,90.372
03/01/2011,90.372
04/01/2011,90.372
05/01/2011,90.372
06/01/2011,90.372
07/01/2011,90.372
08/01/2011,90.372
09/01/2011,90.372
10/01/2011,90.372
11/01/2011,90.372
12/01/2011,90.372
13/01/2011,90.372
14/01/2011,90.372
15/01/2011,90.372
16/01/2011,90.372
17/01/2011,90.372
18/01/2011,90.372
19/01/2011,90.372
20/01/2011,90.372
21/01/2011,90.372
22/01/2011,90.372
23/01/2011,90.372
24/01/2011,90.372
25/01/2011,90.372
26/01/2011,90.372
27/01/2011,90.372
28/01/2011,90.372
29/01/2011,90.372
30/01/2011,90.372
31/01/2011,90.372
01/02/2011,90.53
02/02/2011,90.53
03/02/2011,90.53
04/02/2011,90.53
05/02/2011,90.53
06/02/2011,90.53
07/02/2011,90.53
08/02/2011,90.53
09/02/2011,90.53
10/02/2011,90.53
11/02/2011,90.53
12/02/2011,90.53
13/02/2011,90.53
14/02/2011,90.53
15/02/2011,90.53
16/02/2011,90.53
17/02/2011,90.53
18/02/2011,90.53
19/02/2011,90.53
20/02/2011,90.53
21/02/2011,90.53
22/02/2011,90.53
23/02/2011,90.53
24/02/2011,90.53
25/02/2011,90.53
26/02/2011,90.53
27/02/2011,90.53
28/02/2011,90.53
01/03/2011,90.667
02/03/2011,90.667
03/03/2011,90.667
04/03/2011,90.667
05/03/2011,90.667
06/03/2011,90.667
07/03/2011,90.667
08/03/2011,90.667
09/03/2011,90.667
10/03/2011,90.667
11/03/2011,90.667
12/03/2011,90.667
13/03/2011,90.667
14/03/2011,90.667
15/03/2011,90.667
16/03/2011,90.667
17/03/2011,90.667
18/03/2011,90.667
19/03/2011,90.667
20/03/2011,90.667
21/03/2011,90.667
22/03/2011,90.667
23/03/2011,90.667
24/03/2011,90.667
25/03/2011,90.667
26/03/2011,90.667
27/03/2011,90.667
28/03/2011,90.667
29/03/2011,90.667
30/03/2011,90.667
31/03/2011,90.667
01/04/2011,90.875
02/04/2011,90.875
03/04/2011,90.875
04/04/2011,90.875
05/04/2011,90.875
06/04/2011,90.875
07/04/2011,90.875
08/04/2011,90.875
09/04/2011,90.875
10/04/2011,90.875
11/04/2011,90.875
12/04/2011,90.875
13/04/2011,90.875
14/04/2011,90.875
15/04/2011,90.875
16/04/2011,90.875
17/04/2011,90.875
18/04/2011,90.875
19/04/2011,90.875
20/04/2011,90.875
21/04/2011,90.875
22/04/2011,90.875
23/04/2011,90.875
24/04/2011,90.875
25/04/2011,90.875
26/04/2011,90.875
27/04/2011,90.875
28/04/2011,90.875
29/04/2011,90.875
30/04/2011,90.875
01/05/2011,91.091
02/05/2011,91.091
03/05/2011,91.091
04/05/2011,91.091
05/05/2011,91.091
06/05/2011,91.091
07/05/2011,91.091
08/05/2011,91.091
09/05/2011,91.091
10/05/2011,91.091
11/05/2011,91.091
12/05/2011,91.091
13/05/2011,91.091
14/05/2011,91.091
15/05/2011,91.091
16/05/2011,91.091
17/05/2011,91.091
18/05/2011,91.091
19/05/2011,91.091
20/05/2011,91.091
21/05/2011,91.091
22/05/2011,91.091
23/05/2011,91.091
24/05/2011,91.091
25/05/2011,91.091
26/05/2011,91.091
27/05/2011,91.091
28/05/2011,91.091
29/05/2011,91.091
30/05/2011,91.091
31/05/2011,91.091
01/06/2011,91.191
02/06/2011,91.191
03/06/2011,91.191
04/06/2011,91.191
05/06/2011,91.191
06/06/2011,91.191
07/06/2011,91.191
08/06/2011,91.191
09/06/2011,91.191
10/06/2011,91.191
11/06/2011,91.191
12/06/2011,91.191
13/06/2011,91.191
14/06/2011,91.191
15/06/2011,91.191
16/06/2011,91.191
17/06/2011,91.191
18/06/2011,91.191
19/06/2011,91.191
20/06/2011,91.191
21/06/2011,91.191
22/06/2011,91.191
23/06/2011,91.191
